Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
33893687,07/21/2016 08:18:00 AM,07/21/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,290 EAST    2 STREET,EAST    2 STREET,EAST HOUSTON STREET,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,07/21/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,989693,201854,Unspecified,MANHATTAN,,,,,,,,40.72071764776953,-73.98036397944298,"(40.72071764776953, -73.98036397944298)"
33964156,07/28/2016 05:00:00 PM,07/29/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,249 GRAND STREET,GRAND STREET,,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,07/29/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,985871,200950,Unspecified,MANHATTAN,,,,,,,,40.718237911307924,-73.9941523415723,"(40.718237911307924, -73.9941523415723)"
33964475,07/28/2016 03:54:00 PM,07/30/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,DELANCEY STREET,SHERIFF STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,07/30/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,989355,200294,Unspecified,MANHATTAN,,,,,,,,40.7164360243268,-73.98158452225414,"(40.7164360243268, -73.98158452225414)"
33965259,07/28/2016 05:05:00 PM,07/29/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,101 CHRYSTIE STREET,CHRYSTIE STREET,,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation found an open service request already exists for the same location.,07/29/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,985926,200833,Unspecified,MANHATTAN,,,,,,,,40.71791676416035,-73.99395396156609,"(40.71791676416035, -73.99395396156609)"
33966265,07/28/2016 05:10:00 PM,07/29/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,101 CHRYSTIE STREET,CHRYSTIE STREET,,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,07/29/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,985926,200833,Unspecified,MANHATTAN,,,,,,,,40.71791676416035,-73.99395396156609,"(40.71791676416035, -73.99395396156609)"
33977646,07/30/2016 10:34:00 PM,07/31/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10002,EAST HOUSTON STREET,EAST HOUSTON STREET,1 AVENUE,2 AVENUE,,,BLOCKFACE,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,07/31/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,986841,202880,Unspecified,MANHATTAN,,,,,,,,40.723535064834124,-73.990652382916,"(40.723535064834124, -73.990652382916)"
34067018,08/11/2016 08:30:00 AM,08/15/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10003,130 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,08/15/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,987651,204688,Unspecified,MANHATTAN,,,,,,,,40.72849731090213,-73.98772921147479,"(40.72849731090213, -73.98772921147479)"
34090367,08/14/2016 02:14:00 PM,08/16/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,143 AVENUE B,AVENUE B,,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,08/16/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,989732,203930,Unspecified,MANHATTAN,,,,,,,,40.72641574072991,-73.98022159309633,"(40.72641574072991, -73.98022159309633)"
34109065,08/17/2016 11:56:00 AM,08/19/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10003,101 SECOND AVENUE,SECOND AVENUE,EAST 5 STREET,EAST 6 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,08/19/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,987406,204257,Unspecified,MANHATTAN,,,,,,,,40.727314411806944,-73.98861337219948,"(40.727314411806944, -73.98861337219948)"
34114335,08/17/2016 09:48:00 AM,08/19/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,,,,,1 AVENUE,EAST 2 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,08/19/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,987584,203018,Unspecified,MANHATTAN,,,,,,,,40.72391359257348,-73.98797177444611,"(40.72391359257348, -73.98797177444611)"
34131278,08/19/2016 03:58:00 PM,08/20/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,STANTON STREET,PITT STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,08/20/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,989259,201395,Unspecified,MANHATTAN,,,,,,,,40.71945805975789,-73.98193000771825,"(40.71945805975789, -73.98193000771825)"
34140801,08/21/2016 12:56:00 PM,08/24/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10038,,,,,OLIVER STREET,MADISON STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,08/24/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,984868,198667,Unspecified,MANHATTAN,,,,,,,,40.711971749067594,-73.99777081235356,"(40.711971749067594, -73.99777081235356)"
34180771,08/25/2016 11:56:00 PM,08/26/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,,,,,EAST 9 STREET,AVENUE B,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,08/26/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,989701,203881,Unspecified,MANHATTAN,,,,,,,,40.726281266809444,-73.98033347711242,"(40.726281266809444, -73.98033347711242)"
34192069,08/28/2016 12:54:00 PM,08/29/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,CLINTON STREET,DELANCY STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,08/29/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,988196,200763,Unspecified,MANHATTAN,,,,,,,,40.71772390969891,-73.98576515589916,"(40.71772390969891, -73.98576515589916)"
34215631,08/31/2016 12:45:00 PM,08/31/2016 12:45:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,AVENUE B,AVENUE B,EAST    8 STREET,EAST    9 STREET,,,BLOCKFACE,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,08/31/2016 12:45:00 PM,03 MANHATTAN,MANHATTAN,989640,203772,Unspecified,MANHATTAN,,,,,,,,40.72598212570057,-73.98055364474064,"(40.72598212570057, -73.98055364474064)"
34218624,08/31/2016 01:14:00 PM,09/02/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,AVENUE B,AVENUE B,EAST    8 STREET,EAST    9 STREET,,,BLOCKFACE,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,09/02/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,989640,203772,Unspecified,MANHATTAN,,,,,,,,40.72598212570057,-73.98055364474064,"(40.72598212570057, -73.98055364474064)"
34221598,09/01/2016 09:13:00 AM,09/02/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,,,,,EAST 8 STREET,AVENUE C,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,09/02/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,990233,203302,Unspecified,MANHATTAN,,,,,,,,40.724691708675806,-73.9784146028053,"(40.724691708675806, -73.9784146028053)"
34224489,09/01/2016 09:15:00 AM,09/02/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,EAST    8 STREET,EAST    8 STREET,AVENUE B,AVENUE C,,,BLOCKFACE,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,09/02/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,989907,203483,Unspecified,MANHATTAN,,,,,,,,40.72518872421542,-73.97959058959047,"(40.72518872421542, -73.97959058959047)"
34259003,09/05/2016 04:26:00 PM,09/06/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10003,,,,,EAST 13 STREET,3 AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,09/06/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,987664,206184,Unspecified,MANHATTAN,,,,,,,,40.732603459604604,-73.98768154851247,"(40.732603459604604, -73.98768154851247)"
34282073,09/09/2016 12:13:00 PM,09/10/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,334 GRAND STREET,GRAND STREET,ORCHARD STREET,LUDLOW STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was removed from this location due to household and/or commercial waste being placed in and/or alongside the basket.,09/10/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,987006,200504,Unspecified,MANHATTAN,,,,,,,,40.71701346758616,-73.99005808107462,"(40.71701346758616, -73.99005808107462)"
34344676,09/17/2016 12:49:00 PM,09/18/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,,,,,EAST 7 STREET,AVENUE B,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,09/18/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,989458,203441,Unspecified,MANHATTAN,,,,,,,,40.72507372015764,-73.98121053105199,"(40.72507372015764, -73.98121053105199)"
34346380,09/17/2016 01:46:00 PM,09/18/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,EAST 7 STREET,AVENUE A,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,09/18/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,988814,203798,Unspecified,MANHATTAN,,,,,,,,40.726053954118946,-73.98353371783699,"(40.726053954118946, -73.98353371783699)"
34347270,09/17/2016 01:44:00 PM,09/18/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,,,,,EAST 7 STREET,AVENUE A,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,09/18/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,988814,203798,Unspecified,MANHATTAN,,,,,,,,40.726053954118946,-73.98353371783699,"(40.726053954118946, -73.98353371783699)"
34416825,09/27/2016 12:29:00 PM,09/29/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,RIVINGTON STREET,SUFFOLK STREET,RIVINGTON STREET,SUFFOLK STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,09/29/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,988155,201351,Unspecified,MANHATTAN,,,,,,,,40.71933784655045,-73.98591271862864,"(40.71933784655045, -73.98591271862864)"
34425954,09/27/2016 07:16:00 PM,09/29/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,,,EAST 14 STREET,1 AVENUE,EAST 14 STREET,1 AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,09/29/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,989085,205728,Unspecified,MANHATTAN,,,,,,,,40.731351188882584,-73.98255460051172,"(40.731351188882584, -73.98255460051172)"
34439668,09/29/2016 03:15:00 PM,09/30/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,334 GRAND STREET,GRAND STREET,ORCHARD STREET,LUDLOW STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,09/30/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,987006,200504,Unspecified,MANHATTAN,,,,,,,,40.71701346758616,-73.99005808107462,"(40.71701346758616, -73.99005808107462)"
34486261,10/06/2016 05:49:00 PM,10/08/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,494 CHERRY STREET,CHERRY STREET,JACKSON STREET,CHERRY STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,10/08/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,989983,198789,Unspecified,MANHATTAN,,,,,,,,40.71230477420087,-73.9793203936152,"(40.71230477420087, -73.9793203936152)"
34492115,10/06/2016 11:52:00 PM,10/07/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,GRAND STREET,LUDLOW STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,10/07/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,987036,200489,Unspecified,MANHATTAN,,,,,,,,40.71697228678662,-73.98994986610529,"(40.71697228678662, -73.98994986610529)"
34516187,10/11/2016 09:17:00 AM,10/11/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10003,131 FIRST AVENUE,FIRST AVENUE,EAST 7 STREET,ST MARKS PLACE,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",10/11/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,988305,204326,Unspecified,MANHATTAN,,,,,,,,40.727503433558596,-73.98536980139953,"(40.727503433558596, -73.98536980139953)"
34517289,10/11/2016 09:12:00 AM,10/11/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,ST MARK'S PLACE,1 AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",10/11/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,988326,204359,Unspecified,MANHATTAN,,,,,,,,40.72759400086383,-73.98529401466276,"(40.72759400086383, -73.98529401466276)"
34526216,10/12/2016 12:25:00 PM,10/12/2016 12:25:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10003,41 COOPER SQUARE,COOPER SQUARE,EAST 6 STREET,EAST 7 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",10/12/2016 12:25:00 PM,03 MANHATTAN,MANHATTAN,986811,204638,Unspecified,MANHATTAN,,,,,,,,40.72836035619121,-73.99075994566779,"(40.72836035619121, -73.99075994566779)"
34564159,10/18/2016 06:50:00 AM,10/18/2016 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10009,,,,,1 AVENUE,EAST 14 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,10/18/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,989085,205728,Unspecified,MANHATTAN,,,,,,,,40.731351188882584,-73.98255460051172,"(40.731351188882584, -73.98255460051172)"
34670989,10/31/2016 10:37:00 AM,11/01/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,EAST RIVER DRIVE,DELANCEY STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,11/01/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,990723,199751,Unspecified,MANHATTAN,,,,,,,,40.714944724179205,-73.97665020158652,"(40.714944724179205, -73.97665020158652)"
34711414,11/04/2016 05:40:00 PM,11/05/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10038,,,,,MADISON STREET,OLIVER STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,11/05/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,984868,198667,Unspecified,MANHATTAN,,,,,,,,40.711971749067594,-73.99777081235356,"(40.711971749067594, -73.99777081235356)"
34731219,11/06/2016 08:47:00 AM,11/07/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10013,36 MOTT STREET,MOTT STREET,MOSCO STREET,PELL STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,11/07/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,984572,199721,Unspecified,MANHATTAN,,,,,,,,40.714864743441986,-73.99883846346698,"(40.714864743441986, -73.99883846346698)"
34736350,11/08/2016 10:30:00 AM,11/12/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,DELANCEY STREET,FDR,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,11/12/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,990723,199751,Unspecified,MANHATTAN,,,,,,,,40.714944724179205,-73.97665020158652,"(40.714944724179205, -73.97665020158652)"
43076908,06/24/2019 08:54:00 AM,06/24/2019 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10002,26 CANAL STREET,CANAL STREET,ESSEX STREET,DIVISION STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/24/2019 12:00:00 PM,03 MANHATTAN,MANHATTAN,986908,199570,Unspecified,MANHATTAN,,,,,,,,40.71444989110732,-73.99041197237595,"(40.71444989110732, -73.99041197237595)"
34802283,11/16/2016 05:31:00 PM,11/19/2016 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,RIVINGTON STREET,SUFFOLK STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,11/19/2016 12:00:00 PM,03 MANHATTAN,MANHATTAN,988155,201351,Unspecified,MANHATTAN,,,,,,,,40.71933784655045,-73.98591271862864,"(40.71933784655045, -73.98591271862864)"
36074089,04/29/2017 04:45:00 PM,05/01/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,,,,,,HOUSTON ST,EAST 1 STREET,INTERSECTION,,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,05/01/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,,,,,
35013909,12/14/2016 12:44:00 PM,12/14/2016 12:44:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,40 CANAL STREET,CANAL STREET,,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",12/14/2016 12:44:00 PM,03 MANHATTAN,MANHATTAN,986654,199668,Unspecified,MANHATTAN,,,,,,,,40.71471895035737,-73.99132817477624,"(40.71471895035737, -73.99132817477624)"
35168377,01/03/2017 11:45:00 AM,01/05/2017 12:00:00 PM,DSNY,Manhattan 06,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,,,,,AVENUE C,EAST 14 STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,01/05/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,990994,204676,Unspecified,MANHATTAN,,,,,,,,40.728462456763374,-73.97566769911063,"(40.728462456763374, -73.97566769911063)"
35231029,01/12/2017 10:55:00 AM,01/12/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,EAST BROADWAY,CLINTON STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,01/12/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,987808,199520,Unspecified,MANHATTAN,,,,,,,,40.714312336886195,-73.98716548836047,"(40.714312336886195, -73.98716548836047)"
35232521,01/12/2017 10:56:00 AM,01/12/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,EAST BROADWAY,MONTGOMERY STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,01/12/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,988313,199574,Unspecified,MANHATTAN,,,,,,,,40.7144603364868,-73.98534380645394,"(40.7144603364868, -73.98534380645394)"
35234593,01/12/2017 10:58:00 AM,01/12/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,,,,,EAST BROADWAY,SAMUEL DICKSTEIN PLAZA,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,01/12/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,988490,199593,Unspecified,MANHATTAN,,,,,,,,40.714512403892435,-73.98470531400326,"(40.714512403892435, -73.98470531400326)"
35238171,01/13/2017 05:48:00 AM,01/13/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10003,48 3 AVENUE,3 AVENUE,EAST 10 STREET,EAST 11 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,01/13/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,987300,205533,Unspecified,MANHATTAN,,,,,,,,40.73081675728912,-73.98899523443829,"(40.73081675728912, -73.98899523443829)"
35276423,01/18/2017 08:05:00 AM,01/18/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,210 MADISON STREET,MADISON STREET,,,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,01/18/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,987104,198918,Unspecified,MANHATTAN,,,,,,,,40.71266024558025,-73.98970523095032,"(40.71266024558025, -73.98970523095032)"
35377035,01/27/2017 03:58:00 PM,01/30/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,413 GRAND STREET,GRAND STREET,CLINTON STREET,ATTORNEY STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,The location does not meet the criteria for Litter Basket placement.,01/30/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,988007,200085,Unspecified,MANHATTAN,,,,,,,,40.715863044520944,-73.98644733498857,"(40.715863044520944, -73.98644733498857)"
35410562,02/02/2017 02:32:00 PM,02/03/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10038,,,,,MADISON STREET,OLIVER STREET,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,02/03/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,984868,198667,Unspecified,MANHATTAN,,,,,,,,40.711971749067594,-73.99777081235356,"(40.711971749067594, -73.99777081235356)"
35562826,02/23/2017 04:52:00 PM,02/24/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10002,473 FDR DRIVE,FDR DRIVE,FDR DRIVE EXIT 4 SOUTHBOUND,PEDESTRIAN OVERPASS,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",02/24/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,990521,199284,Unspecified,MANHATTAN,,,,,,,,40.71366306622383,-73.97737930323274,"(40.71366306622383, -73.97737930323274)"
35688037,03/13/2017 12:21:00 PM,03/15/2017 12:00:00 PM,DSNY,Manhattan 03,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10009,57 AVENUE C,AVENUE C,EAST 4 STREET,EAST 5 STREET,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,Â A Litter Basket was placed at the location.,03/15/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,989784,202498,Unspecified,MANHATTAN,,,,,,,,40.72248521575744,-73.9800351607865,"(40.72248521575744, -73.9800351607865)"
35725625,03/16/2017 06:03:00 PM,03/17/2017 12:00:00 PM,DSNY,Manhattan 03,Overflowing Litter Baskets,6 Overflowing Litter Baskets,Sidewalk,10003,,,,,EAST 10 STREET,2 AVENUE,INTERSECTION,NEW YORK,,DSNY Garage,Closed,,The Department of Sanitation cleaned the location.,03/17/2017 12:00:00 PM,03 MANHATTAN,MANHATTAN,987906,205154,Unspecified,MANHATTAN,,,,,,,,40.72977626532991,-73.98680891976119,"(40.72977626532991, -73.98680891976119)"
